"","x"
"462",0.268264372963575
"463",0.501615439162215
"464",0.188182195050742
"465",0.2989929122006
"466",0.5530078652931
"467",0.685617913955018
"468",0.47069803812752
"469",0.421480503638148
"470",0.282908469864364
"471",0.508724071733058
"472",0.507299647616288
"473",0.357874566532356
"474",0.582143841866749
"475",0.293020067336384
"476",0.570446130658802
"477",0.438581778704426
"478",0.439322608200353
"479",0.288189182157368
"480",0.259500102873208
"481",0.729788605804553
"482",0.269378528546818
"483",0.442765116491046
"484",0.375915234626787
"485",0.389782885944217
"486",0.545541041841438
"487",0.444075532638147
"488",0.492848687357968
"489",0.659981801054717
"490",0.305606588642018
"491",0.428078734004563
"492",0.33685499737069
"493",0.372351393435428
"494",0.205684967130412
"495",0.471942925564436
"496",0.447179845791086
"497",0.402272462707369
"498",0.236332083839919
"499",0.284843112407624
"500",0.455638267051758
"501",0.613621402242091
"502",0.38995025532806
"503",0.429289717734844
"504",0.553793990232794
"505",0.72975983613084
"506",0.350333827708436
"507",0.420594595413519
"508",0.462116561183554
"509",0.695435516904151
"510",0.671751272212862
"511",0.765735319301932
"512",0.305238722823518
"513",0.680211709286431
"514",0.262386467373207
"515",0.479915406686018
"516",0.673225749544074
"517",0.327372680742956
"518",0.415268475459965
"519",0.295308488663313
"520",0.321136166175503
"521",0.744046681132428
"522",0.42035474120734
"523",0.688664531771716
"524",0.771888373978054
"525",0.478989569281273
"526",0.361904478941001
"527",0.320516996048351
"528",0.688212235885892
"529",0.34222002490474
"530",0.401208454275121
"531",0.390939723259016
"532",0.350927128474031
"533",0.45114564884497
"534",0.24236045093387
"535",0.461913146853717
"536",0.313357570381323
"537",0.733156500731812
"538",0.696663963167609
"539",0.651550373672512
"540",0.292133471090146
"541",0.783193968164793
"542",0.208703462919312
"543",0.241969337260705
"544",0.621978732987946
"545",0.317263822357648
"546",0.321300413937183
"547",0.612108329940263
"548",0.326235449423302
"549",0.33575853652973
"550",0.247623336340564
"551",0.444572084990021
"552",0.719172192015369
"553",0.301512720955762
"554",0.472516158135238
"555",0.283731410142458
"556",0.339072017429532
"557",0.34066917152323
"558",0.453619469657771
"559",0.53362111088345
"560",0.319506265899736
"561",0.734745418367029
"562",0.45466793424394
"563",0.44431210210786
"564",0.361719906858928
"565",0.771531013215937
"566",0.359965417963178
"567",0.262064173333444
"568",0.407455263279867
"569",0.439322894780194
"570",0.364254664351687
"571",0.31817232332441
"572",0.472914688765017
"573",0.326154440311899
"574",0.413449791889418
"575",0.359752110944155
"576",0.585876949683198
"577",0.247726258937927
"578",0.386640233395655
"579",0.467610091157962
"580",0.522165755540079
"581",0.271388879316552
"582",0.485185561583424
"583",0.757385746438747
"584",0.706494155179566
"585",0.50286970822075
"586",0.388860801508143
"587",0.222402123058719
"588",0.359768430817681
"589",0.506820720093734
"590",0.309936121369835
"591",0.468407108453626
"592",0.755167424237983
"593",0.774723489755802
"594",0.387236486171411
"595",0.227101801725137
"596",0.386399456916777
"597",0.650123781345121
"598",0.360606569617675
"599",0.625384319476957
"600",0.564505126475948
"601",0.4360408718318
"602",0.234960284376015
"603",0.289331524014578
"604",0.424990959562673
"605",0.455301711915792
"606",0.423819624935814
"607",0
"608",0.331671755330049
"609",0.395095147868554
"610",0.221239702154986
"611",0.279363367505104
"612",0.435072979069726
"613",0.493969955248198
"614",0.301979884984243
"615",0.510540257871071
"616",0.397334198658632
"617",0.431058010373325
"618",0.515071978882792
"619",0.547765873292812
"620",0.41966006125356
"621",0.357302504720403
"622",0.291338041603997
"623",0.716902810053982
"624",0.594834964912215
"625",0.373722227578341
"626",0.460098649628334
"627",0.26444480779179
"628",0.316535450991576
"629",0.799318988622354
"630",0.365650238384129
"631",0.59270181727391
"632",0.400072382458865
"633",0.221420902426553
"634",0.458776101497404
"635",0.631839781077651
"636",0.194334369875005
"637",0.793571028635812
"638",0.48915763901748
"639",0.384555309292676
"640",0.740178949988628
"641",0.265543936536287
"642",0.219510778793471
"643",0.224546572075961
"644",0.554034537999454
"645",0.395136665475248
"646",0.452057356915376
"647",0.329970317956404
"648",0.24034961968577
"649",0.387315279268177
"650",0.481805625825609
"651",0.303512720267383
"652",0.298311101739576
"653",0.36863567541729
"654",0.269966240464859
"655",0.428691068352127
"656",0.320863663402976
"657",0.207529577280183
"658",0.672735313905089
"659",0.572986568737346
"660",0.706207218770081
"661",0.743052104600723
"662",0.321201205762791
"663",0.691137737398505
"664",0.651607881725394
"665",0.280474433978757
"666",0.565229510176194
"667",0.541953980577569
"668",0.466240703127976
"669",0.31658095415516
"670",0.578928736744582
"671",0.266202507616937
"672",0.453674423162298
"673",0.264829929140234
"674",0.511510305347407
"675",0.554351745624174
"676",0.568061419084356
"677",0.400648849410886
"678",0.519388510614822
"679",0.498049501571651
"680",0.414580824580082
"681",0.344022934463954
"682",0.385944407103364
"683",0.28154485603113
"684",0.232826425687441
"685",0.376322294647067
"686",0.31893670643552
"687",0.51002368584868
"688",0.573038595104553
"689",0.395995613787396
"690",0.396868059213692
"691",0.454616669135649
"692",0.463826188761407
"693",0.309395605837098
"694",0.510314918792524
"695",0.728193729896559
"696",0.523560443023919
"697",0.581176004638025
"698",0.463781663130318
"699",0.663666085398851
"700",0.398337534247518
"701",0.482710184538532
"702",0.504207890815761
"703",0.557494828488786
"704",0.632916857495105
"705",0.36025572624961
"706",0.398729617868623
"707",0.470400163614239
"708",0.313609702654867
"709",0.418228995345958
"710",0.388124294586777
"711",0.32882797882306
"712",0.345876832378369
"713",0.400944414463212
"714",0.484340776980669
"715",0.498502485129325
"716",0.435574872007922
"717",0.560260896703329
"718",0.477496557222359
"719",0.364146552803245
"720",0.320231589411528
"721",0.415776117079134
"722",0.316074152439431
"723",0.43536829918416
"724",0.330174522567958
"725",0.440719807811137
"726",0.417022302737126
"727",0.251021255237899
"728",0.527284380360378
"729",0.329112799581696
"730",0.357775960811046
"731",0.425033559723328
"732",0.386546084422742
"733",0.462555898071207
"734",0.551113976994004
"735",0.377595669863586
"736",0.390665148712921
"737",0.54183964146564
"738",0.434243949335839
"739",0.445835666343238
"740",0.388803804362914
"741",0.593418059594521
"742",0.277732478416138
"743",0.461162134035541
"744",0.434347353754143
"745",0.298535595082472
"746",0.306632310004743
"747",0.254606565137619
"748",0.552586645799193
"749",0.643915417083667
"750",0.359436347064222
"751",0.384330401863897
"752",0.386394298590412
"753",0.409989841232759
"754",0.419977442263913
"755",0.618061061375232
"756",0.386058535178994
"757",0.307072855437505
"758",0.267010939045515
"759",0.510026960568484
"760",0.264492669017637
"761",0.27820937142765
"762",0.467018167531599
"763",0.688548714383741
"764",0.314793507297549
"765",0.455775842610972
"766",0.536566678661515
"767",0.396744013831402
"768",0.394801584920806
"769",0.448123932471036
"770",0.302664418122461
"771",0.259729395133857
"772",0.241719355144408
"773",0.230986301499066
"774",0.394950721202483
"775",0.361900825458263
"776",0.558457903895386
"777",0.33851235417612
"778",0.258394856608903
"779",0.458384050294776
"780",0.284873775129923
"781",0.655503989618691
"782",0
"783",0.489581577852381
"784",0.194556144027878
"785",0.607510326792656
"786",0.590566913742179
"787",0.280625863558004
"788",0.314690042446384
"789",0.542343630862713
"790",0.756925980787845
"791",0.457244879173025
"792",0.402761926205687
"793",0.464296667029208
"794",0.404641925433989
"795",0.489593480040642
"796",0.275236995535428
"797",0.278776255848322
"798",0.271902780077663
"799",0.278922449950893
"800",0.21739609490203
"801",0.431846403786155
"802",0.291946155222552
"803",0.578517734931387
"804",0.48698113381494
"805",0.600991350689013
"806",0.431507246284428
"807",0.469099741398004
"808",0.676318116350813
"809",0.371002458284837
"810",0.423617284165872
"811",0.723759753491406
"812",0.278497414468133
"813",0.529139096438497
"814",0.502326561073986
"815",0.385460466052582
"816",0.307740882322724
"817",0.398733388405304
"818",0.601962926218222
"819",0.378159466455037
"820",0.780898468474983
"821",0.299775695016247
"822",0.32931007414071
"823",0.305064652284745
"824",0.683674372947764
"825",1
"826",0.359658600389374
"827",0.686115748475886
"828",0.478597139851219
"829",0.215637412943539
"830",0.285697156807228
"831",0.57090972599493
"832",0.542242578629469
"833",0.299338064680783
"834",0.261386039386935
"835",0.303302239420305
"836",0.46325751308424
"837",0.446459378705742
"838",0.419051135907943
"839",0.222186972397733
"840",0.399977756839911
"841",0.275672572302692
"842",0.247814613723223
"843",0.597984083423662
"844",0.257563136694008
"845",0.324749594186311
"846",0.447978751112256
"847",0.749432713115208
"848",0.293313714698072
"849",0.243374981423719
"850",0.429595269791127
"851",0
"852",0.629767281228853
"853",0.463622656114956
"854",0.303295163836895
"855",0.353126182708912
"856",0.384519457938859
"857",0.384329149697721
"858",0.226363226256298
"859",0.501705518686039
"860",0
"861",0.272418861068819
"862",0.419555498650012
"863",0.316719948985074
"864",0.45131734815068
"865",0.575489901552268
"866",0.294492707003408
"867",0.46051682482734
"868",0.302383441181653
"869",0.409031155233261
"870",0.675360191863779
"871",0.254392129874679
"872",0.379718417586403
"873",0.410319209896032
"874",0.397981818561442
"875",0.315735613954306
"876",0.471355442679562
"877",0.480789158156537
"878",0.451616201275109
"879",0.321424352963027
"880",0.296393014215005
"881",0.605896626291827
"882",0.514364507588761
"883",0.291838197473885
"884",0.221541851933253
"885",0.761487070039866
"886",0.679328575038818
"887",0.327063331950547
"888",0.772319039624377
"889",0.39867841787563
"890",0.23278153227635
"891",0.341797196453572
"892",0.243004457204276
"893",0.234374673963727
"894",0.351485663150648
"895",0.310305042471239
"896",0.59051724031442
"897",0.473341324071109
"898",0.375186463028765
"899",0.462382971059695
"900",0.304146016309668
"901",0.282624731443766
"902",0.390330675742345
"903",0.282330832165501
"904",0.745349544818511
"905",0.481678505715287
"906",0.463554339408645
"907",0.332660191702888
"908",0.526682775627666
"909",0.370558923010603
"910",0.266485580326268
"911",0.444518792491917
"912",0.515109788353259
"913",0.552220861498536
"914",0.417829664967981
"915",0.258568731796633
"916",0
"917",0.473797840430026
"918",0.33519350085487
"919",0.530013999558909
"920",0.491337311899421
"921",0.430835767203787
"922",0.261820996359005
"923",0.367393831143699
"924",0.412229388787635
"925",0.291765483158301
"926",0.3679437369916
"927",0.585698416334452
"928",0.236084292782206
"929",0.589793172445992
"930",0.420724611113397
"931",0.427022663040721
"932",0.720349130538807
"933",0.27151986520362
"934",0.390820429176843
"935",0.621550215639893
"936",0.28707876281689
"937",0.360806027587845
"938",0
"939",0.45358560552882
"940",0.279678081849833
"941",0.251394365122677
"942",0.339169769425368
"943",0.527472041869041
"944",0.723334226203391
"945",0.441235287029885
"946",0.690046804801987
"947",0.267429277358621
"948",0.524588860778494
"949",0.619347718157344
"950",0.44628220049251
"951",0.696870711436887
"952",0.551093424177511
"953",0.325878698275843
"954",0.424709094963592
"955",0.273264712235931
"956",0.676464206898528
"957",0.361680003139952
"958",0.532889544366126
"959",0.441277415669972
"960",0.437795312041023
"961",0.731449240347631
"962",0.636477708782616
"963",0.413485080009478
"964",0.297319120553248
"965",0.32060544968021
"966",0.267154194046407
"967",0.192382322982158
"968",0.37137265210463
"969",0.58035437736844
"970",0.237219896388828
"971",0.645447705839078
"972",0.434733616455992
"973",0.474509547540217
"974",0.350061345126038
"975",0.460151692339154
"976",0.336757362578211
"977",0.524392166820832
"978",0.583268004999025
"979",0.596157073978185
"980",0.651489357755264
"981",0.40294361913046
"982",0.381062149130453
"983",0.261640307119568
"984",0.227840871361854
"985",0.307637939764589
"986",0.317034462243324
"987",0.317584663069091
"988",0.549369847739381
"989",0.549591665651175
"990",0.576644801910602
"991",0.448937661447001
"992",0.618545468026801
"993",0.510884641396249
"994",0.36241343897214
"995",0.208347404103111
"996",0.278175836570032
"997",0.377477393827584
"998",0.335452334094082
"999",0.493267476742085
"1000",0.56345580332247
"1001",0.374598629028703
"1002",0.624003343852662
"1003",0.448585497473173
"1004",0.655731408897733
"1005",0.441929800186538
"1006",0.306384120276914
"1007",0.40504417148756
"1008",0.257903977995278
"1009",0.193873154024146
"1010",0.337604845092158
"1011",0.315387159700969
"1012",0.537704544087043
"1013",0.467437165867628
"1014",0.379912535886783
"1015",0.371940622583261
"1016",0.316582923612026
"1017",0.416031091234262
"1018",0.201519767838362
"1019",0.360482433167227
"1020",0.303877346100994
"1021",0.610058515003029
"1022",0.298540699667978
"1023",0.549563754187132
"1024",0.357635823098039
"1025",0.307597570808316
"1026",0.518829858014382
"1027",0.41126432360168
"1028",0.414598216884764
"1029",0.465888574236436
"1030",0.201340908390483
"1031",0.472923943065554
"1032",0.59384145336816
"1033",0.44766637050189
"1034",0.402106419550462
"1035",0.25902618216242
"1036",0.666215043617093
"1037",0.353583973660695
"1038",0.384557163985028
"1039",0.483588614961009
"1040",0.642180805774779
"1041",0.464068736352732
"1042",0.312176189964169
"1043",0.74713272857426
"1044",0.361224448317786
"1045",0.626493192147069
"1046",0.638336568165012
"1047",0.390675870303354
"1048",0.566634739752927
"1049",0.692304478385019
"1050",0.460500510822682
"1051",0.450568804508018
"1052",0.422197373028824
"1053",0.432151818233203
"1054",0.403942698417313
"1055",0.58781295510221
"1056",0.54391501773094
"1057",0.332674150939905
"1058",0.49794959030292
"1059",0.405990410477717
"1060",0.426871708853504
"1061",0.392902274520906
"1062",0.451309444858781
"1063",0.704813905878022
"1064",0.487496043517128
"1065",0.32729290056255
"1066",0.342060506163394
"1067",0.33084087019823
"1068",0.420964641780529
"1069",0.403971742858883
"1070",0.401273404701979
"1071",0.459442927883375
"1072",0.441132294786371
"1073",0.328457194151879
"1074",0.531040677277621
"1075",0.720061380818795
"1076",0.564816455791751
"1077",0.436403867951409
"1078",0.422014051710205
"1079",0.404553375900866
"1080",0.490217445264936
"1081",0.289775064518165
"1082",0.361954142295424
"1083",0.39804342620803
"1084",0.532749951623088
"1085",0.226578418488201
"1086",0.667900178032755
"1087",0.539576393305593
"1088",0.717141106183781
"1089",0.381653868807424
"1090",0.436318171797419
"1091",0.27625348358187
"1092",0.398755851841107
"1093",0.390410216844565
"1094",0.231905835826946
"1095",0.303550653349965
"1096",0.554591272811916
"1097",0.443020839624494
"1098",0.391451721244749
"1099",0.328961443902861
"1100",0.489793958929379
"1101",0.361052077893769
"1102",0.471199235218339
"1103",0.298456098182415
"1104",0.327439260405346
"1105",0.54995552255174
"1106",0.252579644412487
"1107",0.214416198890028
"1108",0.466653806433848
"1109",0.310680531268812
"1110",0.441822424778999
"1111",0.258294120136595
"1112",0.514605327933756
"1113",0.305185982491114
"1114",0.386291894169354
"1115",0.70756844639417
"1116",0.294616777040006
"1117",0.374066369622827
"1118",0.280325457033884
"1119",0.644053694995421
"1120",0.245167293055999
"1121",0.365257038937063
"1122",0.531387552118556
"1123",0.366006626563363
"1124",0.558449741920902
"1125",0.364162742258547
"1126",0.38095270097564
"1127",0.511286016151973
"1128",0.585414269383538
"1129",0.489906890184735
"1130",0.412493939375611
"1131",0.418416272194057
"1132",0.235883453289902
"1133",0.380223652023577
"1134",0.657226244626599
"1135",0
"1136",0.618151921151218
"1137",0.346951783310712
"1138",0.403849332049174
"1139",0.446917292434515
"1140",0.817976131977687
"1141",0.671575823186255
"1142",0.642804304477456
"1143",0.501767582767197
"1144",0.576748649285805
"1145",0.410463433729983
"1146",0.689186868552057
"1147",0.334829806584122
"1148",0.237641536977087
"1149",0.437891934340354
"1150",0.538843329796279
"1151",0.461080242057447
"1152",0.313584733476164
"1153",0.696094037384453
"1154",0.565235860610537
"1155",0.392963507481827
"1156",0.369189041426998
"1157",0.703252211089878
"1158",0.409720937370767
"1159",0.388406906099637
"1160",0.445063976386879
"1161",0.345921181429091
"1162",0.433752847892247
"1163",0.705838393949657
"1164",0.727247994567368
"1165",0.313705064454655
"1166",0.376344635542386
"1167",0.421181453011066
"1168",0.41043208545205
"1169",0.566627807091187
"1170",0.313436840676037
"1171",0.236664464760851
"1172",0.386782717767719
"1173",0.350964470888679
"1174",0.332175412424726
"1175",0.772793263590959
"1176",0.469712185495472
"1177",0.454121640615266
"1178",0.419422182158188
"1179",0.548069775679407
"1180",0.352530752217195
"1181",0.582452799047203
"1182",0.530230550077283
"1183",0.47709496082098
"1184",0.361259848109
"1185",0.477212055604193
"1186",0.238834862313698
"1187",0.487570255173554
"1188",0.53523324413528
"1189",0.525813405294932
"1190",0.371948154654056
"1191",0.557362065408292
"1192",0.460089399903142
"1193",0.522930216084341
"1194",0.284578556120197
"1195",0.459421474923297
"1196",0.33647664878026
"1197",0.54704205339404
"1198",0.482914437985802
"1199",0.348373732814148
"1200",0.28671827331738
"1201",0.369737174381947
"1202",0.29548498949945
"1203",0.509360942163159
"1204",0.28577490665811
"1205",0.340143472447621
"1206",0.26649588372179
"1207",0.359600869600052
"1208",0.310590849712852
"1209",0.607980883451901
"1210",0.440559300359631
"1211",0.203226071892984
"1212",0.346614129605964
"1213",0.224562465499017
"1214",0.426147033186257
"1215",0.360425283201192
"1216",0.413307036122764
"1217",0.314536076087114
"1218",0.62799782367979
"1219",0.271225936641894
"1220",0.357958176307991
"1221",0.427323580596321
"1222",0.290246108394964
"1223",0.389925745646036
"1224",0.601078149225843
"1225",0.393117183886654
"1226",0.391436776233848
"1227",0.281482701687581
"1228",0.384834619558413
"1229",0.473832781498647
"1230",0.498406729032895
"1231",0.547041262942048
"1232",0.390948244963847
"1233",0.685499238297737
"1234",0.286605426436621
"1235",0.458001888482643
"1236",0.237402318305043
"1237",0.631085117838894
"1238",0.334112329031903
"1239",0.323255361220539
"1240",0.255952689601806
"1241",0.503724276785593
"1242",0.35701839588573
"1243",0.370952052889466
"1244",0.672109588594931
"1245",0.341562624638792
"1246",0.234137914964708
"1247",0.329154669360669
"1248",0.528375528964488
"1249",0.624683982832672
"1250",0.369630653458516
"1251",0.247803649684613
"1252",0.427854875150648
"1253",0.294531167100679
